full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid
   506 Marion (1903 LN),3.040301535,0.147565783,,17.00405147,312.9323218,145.9838054,2.591657057,3.488946012,5.301309872,41145,0,2135,8.85,105.94,,0.0454,13.546,,0.718,0.332,,,XC,N,N,1.62485
   507 Laodica (1903 LO),3.154340919,0.100393062,,9.497570013,293.4335802,100.5609291,2.837666975,3.471014863,5.602361733,41237,0,2348,9.2,45.17,,0.198,4.706,,,,,X,,N,N,1.86385
   508 Princetonia (1903 LQ),3.163204087,0.008176104,,13.33512767,44.21689259,200.6295122,3.137341403,3.189066772,5.625990856,40549,0,2177,8.4,117.241,,0.065,52.8,,0.732,0.325,,,C,N,N,2.12794
   509 Iolanda (1903 LR),3.064082396,0.095456504,,15.40821033,217.5394214,157.5796952,2.771595802,3.35656899,5.363630626,42375,0,2480,8.5,51.892,,0.253,12.306,,0.827,0.41,,S,S,N,N,1.77973
   510 Mabella (1903 LT),2.611241225,0.190291375,,9.534103978,202.7128186,90.9988045,2.114344541,3.108137909,4.219671986,42340,0,2614,9.73,60.45,,0.062,19.4,,0.735,0.3,,,PD,N,N,1.12426
   511 Davida (1903 LU),3.16488038,0.188134966,0.16,15.93822372,107.5963266,337.4405412,2.569455716,3.760305045,5.630463564,42444,0,2863,6.22,270.327,,0.076,5.1297,,0.717,0.363,,C,C,N,N,1.59307
   512 Taurinensis (1903 LV),2.189040288,0.254447195,,8.747156636,107.035564,249.2788306,1.632045127,2.746035449,3.238835077,40305,0,2598,10.68,23.09,,0.1772,5.585,,0.917,0.525,,S,S,N,N,0.651093
   513 Centesima (1903 LY),3.013883468,0.083894654,,9.732480814,184.4470589,226.0420993,2.761034758,3.266732178,5.232363249,42367,0,2762,9.75,48.805,,0.089,5.23,,0.807,0.425,,K,S,N,N,1.77973
   514 Armida (1903 MB),3.051112383,0.039089675,,3.880674316,268.5576787,107.4775555,2.931845392,3.170379374,5.329610967,42365,0,2969,9.04,120.093,,0.03,21.851,,0.675,0.255,,,XC,N,N,1.93488
   515 Athalia (1903 ME),3.119868676,0.175392724,,2.038494149,121.093737,300.332364,2.572666409,3.667070943,5.510774916,42331,0,2565,11.23,41.19,,0.039,10.636,,0.875,0.415,,Cb,I,N,N,1.58602
   516 Amherstia (1903 MG),2.681776412,0.272002416,,12.95697091,328.8061707,258.1279493,1.952326749,3.411226076,4.391794922,42173,0,2219,8.27,65.144,,0.202,7.4842,,0.736,0.265,,X,M,N,N,0.992689
   517 Edith (1903 MH),3.16427434,0.178624361,,3.224378117,273.8348195,142.2972934,2.599057857,3.729490822,5.628846381,42331,0,2806,9.35,111.89,,0.026,9.2747,,0.711,0.327,,,X,N,N,1.61154
   518 Halawe (1903 MO),2.531858707,0.228633298,,6.728904086,203.9549599,117.4196613,1.952991501,3.110725913,4.028722935,42305,0,2923,11,16.157,,0.246,14.31,,,,,,,N,N,0.950984
   519 Sylvania (1903 MP),2.791492082,0.183114523,,11.01242072,44.72028718,302.4641896,2.280329342,3.302654822,4.66404576,42308,0,2697,9.14,40.078,,0.246,17.962,,0.833,0.357,,S,S,N,N,1.29613
   520 Franziska (1903 MV),3.004772895,0.110184021,,10.95879708,34.29065989,21.56040372,2.673694936,3.335850854,5.208656071,42200,0,2043,10.61,25.261,,0.147,16.507,,0.738,,,,CGU,N,N,1.68737
   521 Brixia (1904 NB),2.740566381,0.281620778,-0.06,10.59746138,89.64836086,316.0284406,1.968765945,3.512366816,4.536999078,42223,0,2463,8.31,107.227,,0.073,28.479,,0.712,0.341,,Ch,C,N,N,0.993845
   522 Helga (1904 NC),3.62292139,0.085921013,,4.420148685,116.574846,248.1265248,3.311636315,3.934206465,6.895989135,43089,0,3131,9,101.22,,0.0388,8.129,,0.664,0.243,,,X,N,N,2.31212
   523 Ada (1904 ND),2.966152663,0.178096794,,4.313064407,260.6200131,189.9234579,2.437890384,3.494414942,5.10855945,42670,0,2381,9.9,31.89,,0.2512,10.03,,,,,X,,N,N,1.45461
   524 Fidelio (1904 NN),2.634930566,0.128500508,,8.227902421,326.6816139,79.90493663,2.29634065,2.973520481,4.277223707,42061,0,2646,9.83,65.527,,0.048,14.198,,0.722,0.316,,,XC,N,N,1.32213
   525 Adelaide (1908 EKa),2.244712468,0.103066093,,5.995090047,203.3994168,264.3925513,2.013358723,2.476066213,3.363173563,40477,0,2261,12.53,9.326,,0.221,19.967,,0.95,0.56,,,SU,N,N,1.04069
   526 Jena (1904 NQ),3.121915798,0.133866691,,2.173523896,137.7640109,357.4152055,2.703995262,3.539836334,5.516199701,42947,0,2869,10.17,44.84,,0.077,9.474,,0.643,0.367,,,B,N,N,1.71842
   527 Euryanthe (1904 NR),2.726534941,0.150170779,,9.660135693,120.5046299,203.9456463,2.317089064,3.135980817,4.502200207,42027,0,2631,10.4,52.627,,0.039,26.06,,,,,Cb,,N,N,1.30714
   528 Rezia (1904 NS),3.393719281,0.020864147,,12.7088729,49.53258448,349.5517938,3.322912223,3.46452634,6.252044724,42156,0,2183,9.14,91.966,,0.046,7.337,,,,,,,N,N,2.33159
   529 Preziosa (1904 NT),3.014656301,0.096490696,,11.0255396,65.20350513,333.2228105,2.723770017,3.305542585,5.234375936,42506,0,2230,10.06,32.01,,0.1632,27,,0.796,0.471,,,S,N,N,1.73691
   530 Turandot (1904 NV),3.186559229,0.2194164,,8.560042026,129.1534978,199.8479461,2.487375875,3.885742582,5.688413979,42130,0,3030,9.29,84.85,,0.0472,19.96,,0.664,0.304,,,F,N,N,1.47707
   531 Zerlina (1904 NW),2.786240363,0.197227973,,33.98966753,197.715865,57.84298521,2.236715823,3.335764904,4.650890037,42016,0,1909,12,17.804,,0.101,16.706,,,,,B,,N,N,1.33982
   532 Herculina (1904 NY),2.7725462,0.175352702,0.26,16.31537444,107.5325753,76.30367604,2.286372733,3.258719667,4.616644037,42020,0,3572,5.81,167.791,,0.285,9.405,,0.857,0.429,,S,S,N,N,1.3544
   533 Sara (1904 NZ),2.978332503,0.045373577,,6.556866565,180.3202008,32.73099023,2.843194903,3.113470103,5.14005746,43009,0,2707,9.6,30.819,,0.252,11.654,,0.871,0.386,,S,S,N,N,1.84049
   534 Nassovia (1904 OA),2.883532787,0.058547799,,3.275142538,94.09258794,338.9995173,2.714708289,3.052357285,4.896610315,42123,0,2753,9.77,32.333,,0.213,9.382,,0.834,0.39,,Sq,S,N,N,1.72963
   535 Montague (1904 OC),2.568934432,0.023720115,,6.778046138,84.80417637,65.4895986,2.507999012,2.629869852,4.117539099,42105,0,3015,9.4,79.299,,0.054,10.2482,,0.752,0.419,,,C,N,N,1.52901
   536 Merapi (1904 OF),3.500205603,0.086241244,,19.42441267,59.227535,295.5678638,3.198343518,3.802067687,6.548601084,41994,0,2177,8.2,147.066,,0.048,8.78,,0.694,0.294,,,X,N,N,2.25327
   537 Pauly (1904 OG),3.075879461,0.228679935,,9.872615308,120.1722945,187.372257,2.372487547,3.779271375,5.394636302,42795,0,2622,8.7,40.732,,0.322,16.168,,,,,,DU:,N,N,1.35718
   538 Friederike (1904 OK),3.159117903,0.169652026,,6.520304851,141.1585506,227.5960634,2.623167151,3.695068654,5.615093008,41934,0,2694,9.5,70.64,,0.065,46.728,,,,,,,N,N,1.62662
   539 Pamina (1904 OL),2.738429099,0.213171073,,6.79919852,274.2866645,97.50002397,2.154675229,3.322182969,4.531692718,41921,0,2399,10,68.356,,0.052,13.903,,,,,Ch,,N,N,1.16698
   540 Rosamunde (1904 ON),2.218825362,0.089553386,,5.583157423,202.1684541,337.8647848,2.020122038,2.417528687,3.305163016,42018,0,2982,10.76,19.152,,0.331,9.351,,0.93,0.5,,,S,N,N,1.02409
   541 Deborah (1904 OO),2.8157788,0.049843072,,6.002483197,267.6306383,358.4746618,2.675431735,2.956125865,4.725045604,42021,0,2849,10.1,60.147,,0.055,29.368,,,,,B,,N,N,1.65907
   542 Susanna (1904 OQ),2.906560859,0.141250474,,12.07339969,152.9565952,216.8084201,2.496007761,3.317113958,4.955384221,41809,0,2683,9.36,42.117,,0.217,10.069,,0.795,0.38,,,S,N,N,1.50408
   543 Charlotte (1904 OT),3.057054478,0.154292668,,8.4794744,294.9667895,109.3052802,2.585373387,3.528735569,5.345187812,41879,0,2288,9.5,45.613,,0.144,10.718,,,,,Xe,,N,N,1.60985
   544 Jetta (1904 OU),2.591456292,0.152883263,,8.372220591,298.3035781,343.4554685,2.195265999,2.987646585,4.17180533,41880,0,2547,10,27.169,,0.262,7.745,,,,,,,N,N,1.17966
   545 Messalina (1904 OY),3.202996246,0.169645376,,11.20185527,333.6160191,330.8662616,2.659622743,3.74636975,5.732483942,41830,0,2559,8.84,112.631,,0.041,7.2,,0.686,0.343,,Cb,CD,N,N,1.65067
   546 Herodias (1904 PA),2.597247087,0.115337198,,14.85370527,21.78198714,108.6252664,2.297687886,2.896806288,4.185796437,41847,0,2217,9.7,65.945,,0.054,10.77,,0.766,0.375,,,TDG,N,N,1.35763
   547 Praxedis (1904 PB),2.774735787,0.23484946,,16.85788722,193.0815905,196.3828557,2.123090587,3.426380988,4.62211403,41948,0,2687,9.52,52.462,,0.101,9.105,,0.761,0.254,,Xk,XD:,N,N,1.1309
   548 Kressida (1904 PC),2.281649379,0.18568535,,3.87266518,108.4219559,320.20796,1.857980516,2.705318243,3.446526033,41847,0,2340,11.26,14.008,,0.282,11.9404,,0.882,0.489,,,S,N,N,0.873966
   549 Jessonda (1904 PK),2.684020998,0.258381153,,3.960348889,291.4047081,158.0419639,1.990520557,3.377521439,4.397309823,41772,0,2571,11.01,15.53,,0.289,2.962,,0.827,0.361,,,S,N,N,1.00772
   550 Senta (1904 PL),2.587349036,0.223400583,,10.11139781,270.6984851,45.24137612,2.009333752,3.16536432,4.161891283,43338,0,2349,9.37,37.434,,0.225,20.555,,0.85,0.39,,,S,N,N,1.00865
   551 Ortrud (1904 PM),2.967778162,0.12212707,,0.396577908,5.966831935,68.27553792,2.605332109,3.330224214,5.112759383,41912,0,3299,9.57,81.113,,0.04,17.416,,0.673,0.289,,C,XC,N,N,1.62016
   552 Sigelinde (1904 PO),3.150815003,0.089362394,,7.698919485,266.93044,348.3916643,2.869250632,3.432379375,5.592970897,41910,0,2721,9.6,88.697,,0.036,17.156,,,,,,,N,N,1.85447
   553 Kundry (1904 PP),2.230630076,0.110057725,,5.389819345,72.37304481,354.3392668,1.985132003,2.476128148,3.331574524,41871,0,2440,12.2,9.01,,0.287,12.605,,,,,S,,N,N,0.998781
   554 Peraga (1905 PS),2.374422896,0.153318145,,2.934718906,295.4199283,127.2237729,2.010380782,2.738465011,3.658855932,44903,0,2647,9.2,95.87,,0.0496,13.7128,,0.676,0.342,,Ch,FC,N,N,1.02485
   555 Norma (1905 PT),3.189969812,0.149609119,,2.646050972,130.4005,356.9696205,2.712721238,3.667218385,5.697548909,41855,0,2792,10.8,31.04,,0.119,19.508,,,,,B,,N,N,1.72827
   556 Phyllis (1905 PW),2.464368612,0.103682492,,5.246059729,286.0392328,178.02551,2.208856733,2.71988049,3.868714713,40893,0,2178,9.56,36.279,,0.201,4.293,,0.849,0.41,,S,S,N,N,1.22591
   557 Violetta (1905 PY),2.44271218,0.099560466,,2.489614863,292.7900205,194.8869036,2.199514618,2.685909742,3.817830554,41745,0,2894,12.1,22.621,,0.084,5.0887,,,,,,,N,N,1.21511
   558 Carmen (1905 QB),2.906837659,0.042606853,,8.375863514,143.7117563,311.264817,2.782986454,3.030688865,4.95609211,41728,0,2956,9.09,54.811,,0.131,11.387,,0.733,0.278,,,M,N,N,1.80799
   559 Nanon (1905 QD),2.711723555,0.065787067,,9.301365436,112.0682084,128.5033509,2.533327216,2.890119893,4.465564047,41803,0,3878,9.5,79.82,,0.05,10.059,,0.733,0.379,,Xk,C,N,N,1.53101
   560 Delila (1905 QF),2.749918156,0.161065528,,8.469424072,105.3366389,3.777720463,2.307001137,3.192835175,4.56024163,41695,0,2427,11,35.334,,0.062,29.913,,,,,B,,N,N,1.32405
   561 Ingwelde (1905 QG),3.180817767,0.117723757,,1.543532941,159.3338834,317.2876344,2.806359949,3.555275585,5.673047046,41781,0,2473,11.21,31.562,,0.058,12.012,,0.745,,,,XCU,N,N,1.82318
   562 Salome (1905 QH),3.018804125,0.101131921,,11.10474211,70.59876854,263.5918118,2.713506666,3.324101585,5.245182511,41676,0,2336,9.95,32.651,,0.158,6.351,,0.794,0.415,,,S,N,N,1.73138
   563 Suleika (1905 QK),2.712400825,0.235806334,,10.2430078,85.18645459,336.9407839,2.072799529,3.352002121,4.467237106,40837,0,2189,8.5,53.29,,0.2477,5.69,,0.887,0.471,,Sl,S,N,N,1.09018
   564 Dudu (1905 QM),2.746319679,0.277680155,,17.99373929,70.76609603,214.9242902,1.983721205,3.508918154,4.551293425,41741,0,2537,10.43,52.01,,0.05,8.882,,0.731,0.312,,Xc,CDX:,N,N,0.990992
   565 Marbachia (1905 QN),2.442970995,0.129382393,,10.99691749,225.8097745,291.7288123,2.126893563,2.759048428,3.818437341,41639,0,2550,10.88,27.332,,0.105,4.587,,0.811,0.422,,,S,N,N,1.16243
   566 Stereoskopia (1905 QO),3.376077738,0.119341431,,4.89476645,79.55114387,299.5207601,2.973171791,3.778983686,6.203358204,41712,0,2669,8.1,167.381,,0.039,12.103,,0.712,0.291,,,C,N,N,1.97895
   567 Eleutheria (1905 QP),3.134980588,0.090487122,,9.255421506,58.27055396,133.6467462,2.851305218,3.418655958,5.550862713,41579,0,2627,9.16,93.41,,0.0439,7.717,,0.652,0.309,,,CFB:,N,N,1.85944
   568 Cheruskia (1905 QS),2.882455898,0.168224452,,18.39400909,249.7853968,174.1863892,2.397556334,3.367355463,4.893867528,40991,0,2339,9.5,71.224,,0.056,13.209,,,,,,,N,N,1.41166
   569 Misa (1905 QT),2.657419587,0.181247604,,1.291435582,301.6872241,142.7757165,2.175768655,3.13907052,4.332099271,40054,0,2714,10.12,72.95,,0.0297,11.595,,0.716,0.335,,Cg,C,N,N,1.19204
   570 Kythera (1905 QX),3.42175855,0.118542263,,1.817006769,223.3642211,160.8501742,3.016135548,3.827381552,6.329687132,41660,0,3207,8.81,87.486,,0.069,8.12,,0.775,0.374,,T,ST,N,N,2.01916
   571 Dulcinea (1905 QZ),2.408931988,0.243945681,,5.227982232,3.179812163,27.57854967,1.821283433,2.996580542,3.73890999,41519,0,2689,11.59,11.696,,0.298,126.3,,0.867,0.437,,S,S,N,N,0.827709
   572 Rebekka (1905 RB),2.400130093,0.157620484,,10.57900376,194.5621167,191.9357155,2.021820427,2.77843976,3.718436553,41605,0,2369,10.94,28.903,,0.089,5.6497,,0.691,0.308,,C,XDC,N,N,1.0259
   573 Recha (1905 RC),3.017745627,0.111771714,,9.817943528,342.8336202,28.79647386,2.680447025,3.355044228,5.242424035,41608,0,2448,9.4,47.582,,0.1,7.16633,,,,,,,N,N,1.68315
   574 Reginhild (1905 RD),2.25344853,0.239092145,,5.680974222,336.7649582,76.77917437,1.714666689,2.792230372,3.382826055,41608,0,1810,12.3,8.456,,0.298,14.339,,,,,,S,N,N,0.736039
   575 Renate (1905 RE),2.555458338,0.127246642,,15.00157772,349.6236555,333.5870748,2.230284846,2.88063183,4.085182,41608,0,2430,10.8,19.106,,0.211,3.676,,,,,,,N,N,1.22754
   576 Emanuela (1905 RF),2.988401345,0.191705013,,10.2036866,299.6144607,26.97915758,2.415509826,3.561292864,5.166144947,34861,0,2633,9.3,74.378,,0.055,20.404,,,,,,,N,N,1.40739
   577 Rhea (1905 RH),3.110597579,0.155492064,,5.297233604,328.5598367,330.5736808,2.62692434,3.594270817,5.486229192,41476,0,2622,9.4,38.234,,0.23,12.249,,,,,,,N,N,1.61223
   578 Happelia (1905 RZ),2.750585067,0.192351149,,6.150198547,29.40144078,261.1972986,2.22150687,3.279663264,4.561900657,41562,0,2762,9.4,69.29,,0.0769,10.061,,,,,Xc,,N,N,1.21505
   579 Sidonia (1905 SD),3.012229606,0.077929918,,11.01926099,82.64888546,228.2381388,2.7774868,3.246972412,5.228056969,41117,0,2456,7.85,85.57,,0.1748,16.286,,0.818,0.418,,K,S,N,N,1.77546
   580 Selene (1905 SE),3.230869127,0.085723361,,3.670773659,98.9114027,337.8546829,2.953908168,3.507830086,5.807473702,41521,0,2614,10.2,48.204,,0.082,9.47,,,,,,,N,N,1.96954
   581 Tauntonia (1905 SH),3.21046447,0.033943374,,21.89759258,102.4532236,26.82860311,3.101490473,3.319438466,5.752544728,41454,0,2128,9.7,61.481,,0.031,16.54,,,,,Xk,,N,N,2.12574
   582 Olympia (1906 SO),2.610292631,0.222494781,,30.02997636,155.7073784,310.3673188,2.029516144,3.191069118,4.217372854,41286,0,3625,9.11,44.347,,0.218,36.312,,0.891,0.534,,,S,N,N,1.11967
   583 Klotilde (1905 SP),3.17293243,0.160570982,,8.244006188,257.8571862,252.2756492,2.663451555,3.682413306,5.65196466,41485,0,2668,9.01,78.236,,0.072,9.2135,,0.664,0.306,,,C,N,N,1.68992
   584 Semiramis (1906 SY),2.373760012,0.233470854,0.24,10.72379873,282.035254,85.45546631,1.819556236,2.927963789,3.657323838,41390,0,1988,8.71,54.01,,0.1987,5.068,,0.916,0.521,,Sl,S,N,N,0.854859
   585 Bilkis (1906 TA),2.430994752,0.128361445,,7.566758853,180.286279,328.8557521,2.118948753,2.743040751,3.790392938,41346,0,2913,10.4,49.761,,0.049,8.577,,0.702,0.32,,,C,N,N,1.13382
   586 Thekla (1906 TC),3.045642509,0.061558552,,1.628042996,228.4105125,252.8778061,2.858157168,3.233127851,5.315285423,41482,0,3102,9.21,95.203,,0.04,13.67,,0.66,0.372,,Ch,C:,N,N,1.87488
   587 Hypsipyle (1906 TF),2.335098213,0.167064971,,24.99045015,324.5682515,188.4611288,1.944985099,2.725211328,3.568337546,41248,0,1674,11.9,11.022,,0.208,2.8881,,,,,,,N,N,0.958866
   588 Achilles (1906 TG),5.209479964,0.146565555,,10.3191204,316.5354816,133.3589216,4.445949644,5.973010284,11.89049023,41454,0,1705,8.67,130.099,,0.043,7.306,,0.755,0.216,,,DU,N,N,3.47306
   589 Croatia (1906 TM),3.133800998,0.039160514,,10.79648993,177.4665943,227.2182475,3.011079739,3.256522256,5.547730096,41443,0,2820,9,93.617,,0.041,24.821,,0.73,0.368,,,CX,N,N,2.02677
   590 Tomyris (1906 TO),2.999727198,0.080329163,,11.17293194,106.1429047,339.3127751,2.758761623,3.240692772,5.195541801,41313,0,2176,9.9,30.577,,0.187,5.562,,0.817,0.41,,,,N,N,1.77818
   591 Irmgard (1906 TP),2.680368505,0.206660007,,12.48511358,334.2700805,217.3246965,2.126443531,3.234293479,4.388336899,41307,0,2151,10.64,51.86,,0.0364,7.35,,0.693,0.299,,,X,N,N,1.14268
   592 Bathseba (1906 TS),3.021559102,0.133071281,,10.17520201,167.8268637,257.595115,2.619476363,3.423641842,5.252364322,41420,0,2518,9.5,43.787,,0.155,7.7465,,,,,K,,N,N,1.65565
   593 Titania (1906 TT),2.698082247,0.216667035,0.06,16.90217581,75.94703263,31.06809582,2.113496765,3.282667728,4.431910472,41426,0,1830,9.28,70.145,,0.07,9.8968,,0.657,0.314,,,C,N,N,1.14601
   594 Mireille (1906 TW),2.628043398,0.353074069,,32.58394128,155.1123813,76.77304387,1.700149423,3.555937373,4.260464994,41222,0,1664,12.01,9.23,,0.3255,4.966,,0.964,0.588,,,,N,N,0.923279
   595 Polyxena (1906 TZ),3.209017112,0.063147889,,17.82530163,23.89709577,279.2963043,3.006374454,3.41165977,5.74865508,41307,0,2254,7.9,90.647,,0.145,11.801,,,,,,,N,N,2.0585
   596 Scheila (1906 UA),2.928751531,0.163321723,,14.66140054,70.60366154,175.3154317,2.450422785,3.407080277,5.012241582,41453,0,4161,8.9,159.726,,0.04,15.848,,0.714,0.177,,T,PCD,N,N,1.43692
   597 Bandusia (1906 UB),2.670482709,0.145240326,,12.80454715,36.53475377,307.4364277,2.282620929,3.058344489,4.364081552,37433,0,2084,9.2,36.06,,0.2361,7.6636,,,,,S,,N,N,1.30102
   598 Octavia (1906 UC),2.761362071,0.249975521,,12.22817608,91.52625141,292.1548011,2.071089148,3.451634994,4.588737719,40833,0,2634,9.53,78.237,,0.044,10.8903,,0.745,0.377,,X,C:,N,N,1.11086
   599 Luisa (1906 UJ),2.77385779,0.291831489,,16.70761941,44.18080228,294.2697182,1.96435874,3.58335684,4.619920372,41278,0,2418,8.71,70.249,,0.115,9.566,,0.879,0.446,,K,S,N,N,1.02142
   600 Musa (1906 UM),2.660643774,0.05641363,,10.20008556,139.2329769,113.6726125,2.5105472,2.810740349,4.339985718,41333,0,2700,10.18,25.115,,0.227,5.8856,,0.84,0.44,,S,,N,N,1.51488
   601 Nerthus (1906 UN),3.135265879,0.103678985,,16.14267983,169.5639783,160.0865217,2.810204696,3.460327063,5.551620444,41178,0,2442,9.65,75.535,,0.043,13.59,,0.66,,,C,X,N,N,1.80476
   602 Marianna (1906 TE),3.085147718,0.250022999,,15.10598441,331.4793334,45.86287162,2.313789833,3.856505604,5.419037382,41351,0,1985,8.31,110.444,,0.067,35.195,,0.692,0.333,,,C,N,N,1.33939
   603 Timandra (1906 TJ),2.538624625,0.173984994,,8.024229984,343.4445103,159.7370929,2.096942034,2.980307216,4.044882729,41347,0,2119,11.9,13.73,,0.1354,41.79,,,,,,,N,N,1.11152
   604 Tekmessa (1906 TK),3.148177635,0.197852925,,4.419131988,12.1648301,28.77690655,2.525301481,3.771053788,5.585950028,39645,0,2736,9.5,64.536,,0.09,5.5596,,,,,Xc,,N,N,1.53399
   605 Juvisia (1906 UU),3.0032658,0.137068914,,19.6270107,342.6985637,14.65235979,2.591611417,3.414920183,5.204737827,41265,0,2066,10,69.86,,0.0397,15.93,,,,,,,N,N,1.58893
   606 Brangane (1906 VB),2.587226666,0.220158237,,8.599496516,318.4746996,58.39151161,2.017627404,3.156825928,4.161596029,41243,0,2478,10.3,35.758,,0.096,12.295,,0.77,0.391,,K,TSD,N,N,1.03284
   607 Jenny (1906 VC),2.853273062,0.073431957,,10.10980524,285.244943,290.75803,2.643751637,3.062794486,4.819735511,41144,0,2350,10,67.52,,0.039,8.521,,,,,,,N,N,1.65586
   608 Adolfine (1906 VD),3.020835277,0.124903746,,9.382072993,293.8455191,71.1732593,2.643521635,3.398148918,5.2504771,41143,0,2132,10.9,20.365,,0.245,8.3458,,,,,,,N,N,1.65868
   609 Fulvia (1906 VF),3.088039507,0.040877995,,4.184826201,165.2214726,109.5285439,2.961806644,3.21427237,5.426658273,41271,0,2924,10.2,54.17,,0.0602,35.375,,,,,,,N,N,1.94849
   610 Valeska (1906 VK),3.097253997,0.251899606,,12.6005154,20.14633751,1.182535169,2.317056934,3.877451059,5.450965525,41219,0,1702,12.3,19.153,,0.074,4.9047,,,,,,,N,N,1.31929
   611 Valeria (1906 VL),2.977298237,0.122507529,,13.44622438,189.4032147,256.8461695,2.612556785,3.342039688,5.13738026,43021,0,2516,9.19,57.468,,0.124,6.977,,0.817,0.414,,L,S,N,N,1.66782
   612 Veronika (1906 VN),3.154912707,0.258727143,,20.94763128,202.904417,122.3362047,2.338651157,3.971174257,5.603885114,41217,0,2349,10.8,38.767,,0.062,8.243,,,,,,,N,N,1.39733
   613 Ginevra (1906 VP),2.922082491,0.057775916,,7.661738809,354.7741965,62.71555888,2.753256499,3.090908483,4.995131321,43044,0,2623,9.67,81.344,,0.028,12.906,,0.692,0.285,,,P,N,N,1.77386
   614 Pia (1906 VQ),2.693205648,0.110597747,,7.027043028,217.2873398,208.6612323,2.395343172,2.991068123,4.419900341,41218,0,2382,11,29.191,,0.094,4.572,,,,,C,,N,N,1.41089
   615 Roswitha (1906 VR),2.631795032,0.109473199,,2.761590212,13.45302779,247.4825888,2.34368401,2.919906053,4.269591217,42537,0,2810,10.3,48.626,,0.082,4.422,,0.708,0.315,,,CX,N,N,1.32968
   616 Elly (1906 VT),2.55451047,0.05869787,,14.95124521,356.0730186,108.5687315,2.404566148,2.704454793,4.082909305,41224,0,2154,10.68,21.17,,0.211,5.297,,0.889,0.442,,,S,N,N,1.46119
   617 Patroclus (1906 VY),5.215834863,0.138431974,,22.04830003,44.35181542,307.9491642,4.493796549,5.937873177,11.91225418,7787,0,3955,8.19,140.362,,0.047,102.8,,0.677,0.215,,,P,N,N,3.5405
   618 Elfriede (1906 VZ),3.191059922,0.070077127,,17.05582479,110.8397113,228.7386844,2.967439611,3.414680233,5.700469699,41214,0,2421,8.2,131.292,,0.05,14.791,,0.696,0.317,,,C,N,N,1.98061
   619 Triberga (1906 WC),2.520329427,0.075043055,,13.79833467,187.4789357,178.5883129,2.331196208,2.709462646,4.001236,41078,0,2482,9.95,29.051,,0.219,29.311,,0.852,0.477,,,S,N,N,1.32887
   620 Drakonia (1906 WE),2.43601201,0.135086138,,7.736680864,0.000734916,336.1646177,2.106940554,2.765083465,3.802133309,32288,0,2434,11.28,11.385,,0.419,5.487,,0.683,0.237,,,E,N,N,1.09966
   621 Werdandi (1906 WJ),3.128982783,0.137633809,,2.314065245,67.11535542,32.49143608,2.698328964,3.559636603,5.534940576,41190,0,2812,10.49,29.726,,0.127,11.776,,0.65,0.285,,,FCX:,N,N,1.71569
   622 Esther (1906 WP),2.414335075,0.243177532,,8.637034005,141.9134,257.1647595,1.827223029,3.001447121,3.75149626,40949,0,2228,10.3,21.874,,0.316,47.5,,0.814,0.445,,S,S,N,N,0.856782
   623 Chimaera (1907 XJ),2.460803855,0.113043925,,14.12613058,308.3263489,124.1623844,2.182624928,2.738982781,3.860323493,40053,0,2168,10.97,44.09,,0.0372,14.635,,0.714,0.324,,,XC,N,N,1.22917
   624 Hektor (1907 XM),5.259579806,0.023280467,,18.1624592,342.7937677,185.1529989,5.13713433,5.382025282,12.06242917,41100,0,3006,7.2,225,,0.025,6.924,,0.776,0.249,,,D,N,N,4.14513
   625 Xenia (1907 XN),2.644102511,0.228244359,,12.07985582,127.5327913,200.6607498,2.040601028,3.247603995,4.299576052,40996,0,2250,9.9,28.287,,0.221,21.017,,,,,Sa,,N,N,1.03216
   626 Notburga (1907 XO),2.572984614,0.242882819,,25.37154105,341.6386962,43.55622323,1.948050858,3.197918371,4.127280506,40997,0,1998,9,73.236,,0.032,19.353,,0.705,0.332,,Xc,CX,N,N,0.997854
   627 Charis (1907 XS),2.900852473,0.058166675,,6.472462508,142.4725587,177.0203535,2.73211953,3.069585415,4.940793082,41078,0,2773,9.95,38.018,,0.047,27.888,,0.68,0.261,,X,XB:,N,N,1.7182
   628 Christine (1907 XT),2.58107221,0.043967435,,11.52791283,112.1111553,207.3674097,2.467589086,2.694555334,4.146755549,40972,0,2542,9.25,48.239,,0.12,16.1783,,0.813,0.321,,,SD,N,N,1.45668
   629 Bernardina (1907 XU),3.143345433,0.153951487,,9.258285377,86.5291778,36.2772645,2.65942273,3.627268135,5.573093981,41074,0,2369,10,35.087,,0.14,3.763,,,,,X,,N,N,1.68237
   630 Euphemia (1907 XW),2.623835666,0.112061107,,13.86599675,105.3653222,40.20168223,2.329805737,2.917865595,4.250237013,41074,0,2194,11.1,15.542,,0.291,350,,,,,,,N,N,1.3603
   631 Philippina (1907 YJ),2.793201756,0.081841255,,18.91739464,224.7086382,278.3544874,2.56460262,3.021800893,4.668331221,41056,0,2193,8.7,50.491,,0.229,5.899,,0.864,0.439,,S,S,N,N,1.6487
   632 Pyrrha (1907 YX),2.663749834,0.190168642,,2.214923992,356.4739402,252.9735855,2.157188146,3.170311522,4.347587744,40944,0,2883,11.4,14.419,,0.195,4.1167,,,,,,,N,N,1.14432
